"id","avg.match","optk2","phi.value","Age","Gender","Educ.lvl"
589,0.583333333333333,"k=2+",0.24,5,"f",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
590,0.75,"k=2+",0.58,3,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
591,0.916666666666667,"k=2",0.77,5,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
592,0.833333333333333,"k=2",0.71,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
593,0.666666666666667,"k=2+",0.49,2,"h",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
595,0.583333333333333,"k=2+",0.41,2,"f",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
596,1,"k=2",1,3,"h",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
597,0.833333333333333,"k=2+",0.71,3,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
598,0.75,"k=2+",0.53,5,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
599,1,"k=2",1,2,"f",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
601,1,"k=2+",1,4,"h",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
602,1,"k=2+",1,2,"f",3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
603,0.666666666666667,"k=2",0.36,3,NA,3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
605,0.583333333333333,"k=2",0.3,7,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
606,0.833333333333333,"k=2",0.63,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
609,0.916666666666667,"k=2",0.67,4,"h",3
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
611,0.75,"k=2",0.53,3,"h",2
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
612,0.916666666666667,"k=2",0.85,2,"f",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
613,0.75,"k=2",0.43,4,"h",3
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
614,0.5,"k=2+",0.32,3,"h",2
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
616,0.916666666666667,"k=2+",0.82,7,"f",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
617,0.75,"k=2+",0.53,2,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
618,0.666666666666667,"k=2",0.49,3,"h",3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
619,0.833333333333333,"k=2",0.71,2,NA,3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
622,0.75,"k=2",0.6,2,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
623,1,"k=2",1,3,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
629,0.833333333333333,"k=2+",0.68,2,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
630,0.583333333333333,"k=2+",0.3,6,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
631,0.666666666666667,"k=2+",0.45,2,"h",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
633,0.833333333333333,"k=2+",0.63,5,"f",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
634,1,"k=2",1,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
635,0.583333333333333,"k=2+",0.41,3,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
637,0.583333333333333,"k=2+",0.41,4,"h",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
638,0.75,"k=2+",0.6,6,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
640,0.916666666666667,"k=2+",0.85,7,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
642,0.916666666666667,"k=2",0.82,4,"f",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
645,0.916666666666667,"k=2",0.82,7,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
651,0.416666666666667,"k=2",0.26,3,"h",3
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
652,0.666666666666667,"k=2+",NA,5,"h",2
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
653,0.5,"k=2+",0.33,2,"h",3
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
654,0.833333333333333,"k=2",0.52,NA,NA,NA
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
657,0.583333333333333,"k=2+",0.38,4,"f",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
658,0.75,"k=2",0.58,3,"h",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
660,0.75,"k=2",0.53,4,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
663,0.916666666666667,"k=2",0.84,2,"f",3
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
668,0.916666666666667,"k=2+",0.77,1,"h",2
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
676,0.75,"k=2",0.58,3,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
678,0.833333333333333,"k=2",0.63,2,"h",3
679,0.916666666666667,"k=2",0.77,3,"h",3
679,0.916666666666667,"k=2",0.77,3,"h",3
679,0.916666666666667,"k=2",0.77,3,"h",3
679,0.916666666666667,"k=2",0.77,3,"h",3
679,0.916666666666667,"k=2",0.77,3,"h",3
